Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-December-2018,1124.75,1150.60,1120.20,1128.75,1136.025880250223413762,27975,1237,31780324.00,6200,22.16,30.40,4.00
19-December-2018,1123.70,1148.30,1111.00,1132.25,1127.793458128078817733,25375,1211,28617759.00,2717,10.71,37.30,8.55
18-December-2018,1149.85,1149.85,1120.50,1126.55,1134.916037379648857844,21188,1225,24046601.00,3276,15.46,29.35,-23.30
17-December-2018,1150.00,1160.45,1127.05,1156.35,1149.262466191764123271,52502,1882,60338578.00,8820,16.80,33.40,6.35
14-December-2018,1115.00,1143.65,1102.85,1140.45,1130.704616510343910064,30066,1293,33995765.00,5244,17.44,40.80,25.45
13-December-2018,1121.00,1128.00,1108.00,1121.65,1119.634003091190108191,16175,621,18110080.00,3174,19.62,20.00,0.65
12-December-2018,1104.90,1123.50,1093.50,1111.00,1109.750653209693119524,19519,726,21661223.00,1649,8.45,30.00,6.10
11-December-2018,1050.95,1117.15,1044.40,1104.85,1090.047612216271359347,62736,2638,68385227.00,4585,7.31,72.75,53.90
10-December-2018,1072.40,1078.60,1045.05,1056.85,1065.552448103359987395,25387,1330,27051180.00,3016,11.88,33.55,-15.55
7-December-2018,1081.00,1109.85,1055.10,1091.85,1081.723591076068452647,33483,1336,36219351.00,4442,13.27,54.75,10.85
6-December-2018,1107.70,1120.00,1074.00,1079.00,1090.438919197876732527,27128,1070,29581427.00,3208,11.83,46.00,-28.70
5-December-2018,1112.05,1126.75,1105.00,1112.40,1114.973802593278645144,26453,1155,29494402.00,3239,12.24,21.75,0.35
4-December-2018,1092.10,1128.40,1092.10,1116.10,1120.748329707893101305,51488,2067,57705090.00,8584,16.67,36.30,24.00
3-December-2018,1130.95,1130.95,1080.40,1104.55,1095.299753357084132639,36490,1646,39967488.00,4071,11.16,50.55,-26.40
30-November-2018,1082.00,1108.45,1082.00,1091.50,1095.059471028894664424,32705,1460,35813920.00,6253,19.12,26.45,9.50
29-November-2018,1106.00,1106.00,1073.80,1086.45,1088.965162715608802786,23538,1260,25632062.00,2564,10.89,32.20,-19.55
28-November-2018,1093.00,1131.50,1089.20,1094.40,1110.695332468975736247,53990,2479,59966441.00,8587,15.90,42.30,1.40
27-November-2018,1081.00,1104.00,1081.00,1096.85,1093.418739233940426190,51667,1727,56493666.00,16954,32.81,23.00,15.85
26-November-2018,1054.90,1087.50,1031.30,1078.00,1056.017395205103922643,60189,2247,63560631.00,6471,10.75,56.20,23.10
22-November-2018,1085.85,1105.00,1052.55,1056.90,1079.673105278678855794,47474,2169,51256401.00,9982,21.03,52.45,-28.95
21-November-2018,1109.05,1111.00,1076.70,1085.85,1086.012350661930900871,37164,1393,40360563.00,6320,17.01,34.30,-23.20
20-November-2018,1134.00,1134.00,1104.80,1109.05,1117.971113346325517067,31814,1758,35567133.00,4933,15.51,29.20,-24.95
19-November-2018,1136.10,1143.75,1120.90,1133.15,1133.571733291199241586,25316,1594,28697502.00,5906,23.33,22.85,-2.95
16-November-2018,1153.00,1160.80,1125.00,1128.85,1137.756013211579560909,25735,1613,29280151.00,4405,17.12,35.80,-24.15
15-November-2018,1148.00,1167.40,1132.55,1147.75,1152.478194662872263411,40059,1780,46167124.00,5782,14.43,34.85,-0.25
14-November-2018,1175.00,1178.05,1130.30,1145.30,1146.390881222324947691,41102,1614,47118958.00,6092,14.82,47.75,-29.70
13-November-2018,1187.75,1209.00,1163.80,1174.60,1182.366384340297383775,53130,1775,62819126.00,6479,12.19,45.20,-13.15
12-November-2018,1170.00,1203.50,1165.50,1193.25,1185.234066280394676234,41249,1280,48889720.00,4322,10.48,38.00,23.25
9-November-2018,1154.00,1180.90,1148.00,1171.70,1164.980841362065161432,27194,928,31680489.00,3067,11.28,32.90,17.70
7-November-2018,1169.00,1180.00,1168.00,1172.60,1173.483764899301274147,2433,80,2855086.00,1706,70.12,12.00,3.60
6-November-2018,1198.05,1209.45,1163.35,1168.45,1185.059522339400824915,40489,1290,47981875.00,3917,9.67,46.10,-29.60
5-November-2018,1189.95,1226.00,1170.00,1197.15,1182.161086299036289169,496622,3114,587087203.00,406014,81.76,56.00,7.20
2-November-2018,1205.00,1212.00,1179.90,1187.20,1192.997182207654044107,34779,1125,41491249.00,2996,8.61,32.10,-17.80
1-November-2018,1229.95,1238.60,1185.55,1195.35,1213.413662879950875038,32570,1329,39520883.00,6134,18.83,53.05,-34.60
31-October-2018,1211.15,1241.00,1211.15,1227.15,1230.027557194176592928,42312,2067,52044926.00,4699,11.11,29.85,16.00
30-October-2018,1257.00,1257.00,1184.40,1208.15,1225.441936598038774008,66591,3140,81603404.00,12120,18.20,72.60,-48.85
29-October-2018,1180.00,1285.15,1180.00,1254.25,1236.211149104652209124,66678,3312,82428087.00,11038,16.55,105.15,74.25
26-October-2018,1180.00,1217.60,1157.80,1191.05,1197.838396559073119696,51614,2221,61825231.00,8038,15.57,59.80,11.05
25-October-2018,1225.00,1229.60,1176.80,1183.30,1196.318458328758098166,45535,2544,54474361.00,8570,18.82,52.80,-41.70
24-October-2018,1240.00,1246.05,1193.00,1224.10,1213.077866317359822435,54966,3139,66678038.00,9624,17.51,53.05,-15.90
23-October-2018,1221.70,1246.15,1211.45,1227.20,1226.419006717321880850,36324,1836,44548444.00,4720,12.99,34.70,5.50
22-October-2018,1240.10,1258.65,1224.25,1247.05,1243.419510478966678393,59691,3033,74220954.00,8600,14.41,34.40,6.95
19-October-2018,1189.00,1266.40,1171.30,1239.70,1226.100079296387090755,192947,8341,236572332.00,25665,13.30,95.10,50.70
17-October-2018,1160.00,1215.00,1123.00,1189.60,1175.750318402481005645,296009,10130,348032676.00,22469,7.59,92.00,29.60
16-October-2018,1096.05,1148.00,1085.30,1140.15,1126.989603297539972170,38089,1531,42925907.00,5711,14.99,62.70,44.10
15-October-2018,1060.00,1105.00,1051.00,1093.55,1081.798842257597684515,58044,1996,62791932.00,5019,8.65,54.00,33.55
12-October-2018,1067.00,1090.00,1038.00,1046.50,1061.923842440201887206,91140,3012,96783739.00,7820,8.58,52.00,-20.50
11-October-2018,1165.00,1165.00,1040.05,1057.45,1097.500194959058597694,100021,3593,109773067.00,11100,11.10,124.95,-107.55
10-October-2018,1114.40,1215.00,1114.40,1195.45,1163.110897275681079730,40010,1957,46536067.00,3421,8.55,100.60,81.05
9-October-2018,1104.00,1140.80,1065.00,1114.40,1103.354677425582023860,51802,2032,57155979.00,3405,6.57,75.80,10.40
8-October-2018,1130.00,1167.15,1098.65,1126.25,1126.867002199457070957,50467,2269,56869597.00,3165,6.27,68.50,-3.75
5-October-2018,1160.00,1190.00,1130.00,1158.50,1164.300515157112657266,48723,2190,56728214.00,6038,12.39,60.00,-1.50
4-October-2018,1180.00,1210.25,1157.30,1195.70,1177.499225526641883519,83928,6552,98825155.00,23291,27.75,52.95,15.70
3-October-2018,1184.00,1233.00,1166.55,1204.20,1202.443425818738563799,53558,2161,64400465.00,4534,8.47,66.45,20.20
1-October-2018,1085.00,1176.00,1072.90,1168.40,1134.779817974971558589,43950,2085,49873573.00,4244,9.66,103.10,83.40
28-September-2018,1110.05,1133.00,1066.35,1092.70,1100.622776507999602504,70441,3761,77528969.00,5536,7.86,66.65,-17.35
27-September-2018,1165.00,1165.95,1112.45,1118.50,1135.295249922384352685,67641,2960,76792506.00,17765,26.26,53.50,-46.50
26-September-2018,1213.00,1226.45,1134.30,1167.40,1170.519713662546837425,53643,2326,62790189.00,4856,9.05,92.15,-45.60
25-September-2018,1233.50,1234.00,1169.15,1212.60,1206.299186325586840718,34166,1576,41214418.00,2956,8.65,64.85,-20.90
24-September-2018,1220.00,1250.00,1173.35,1221.85,1221.483116690920750807,40543,1610,49522590.00,3121,7.70,76.65,1.85
21-September-2018,1284.40,1288.40,1149.90,1214.55,1239.375534722854282333,43948,1488,54468076.00,5901,13.43,138.50,-69.85
19-September-2018,1308.00,1325.90,1253.00,1271.70,1284.366980080592152267,34991,2011,44941285.00,9664,27.62,72.90,-36.30
18-September-2018,1332.00,1349.65,1301.20,1307.65,1323.418582895769207556,33138,1135,43855445.00,6037,18.22,48.45,-24.35
17-September-2018,1316.00,1373.50,1316.00,1343.35,1355.016700732838127523,40118,1500,54360560.00,3828,9.54,57.50,27.35
14-September-2018,1310.00,1337.55,1299.00,1330.20,1321.997562391178177597,34460,1111,45556036.00,4674,13.56,38.55,20.20
12-September-2018,1306.00,1330.00,1283.00,1321.00,1310.751363303230935493,80503,2866,105519417.00,4342,5.39,47.00,15.00
11-September-2018,1409.00,1409.00,1305.70,1315.05,1358.385835739068252244,37757,1560,51288574.00,7420,19.65,103.30,-93.95
10-September-2018,1368.05,1408.75,1363.15,1398.95,1388.872277247859423620,49169,1758,68289461.00,7353,14.95,45.60,30.90
7-September-2018,1350.00,1375.05,1344.30,1368.20,1361.653471420323325635,27712,1030,37734141.00,3407,12.29,30.75,18.20
6-September-2018,1352.05,1362.50,1329.00,1354.20,1345.684547527009614431,50445,1799,67883057.00,6994,13.86,33.50,2.15
5-September-2018,1368.90,1378.15,1321.00,1344.45,1347.428068574408447949,46023,1643,62012682.00,5242,11.39,57.15,-24.45
4-September-2018,1390.00,1410.00,1350.00,1368.90,1380.948646504161054010,54193,1858,74837750.00,7473,13.79,60.00,-21.10
3-September-2018,1409.90,1425.00,1377.10,1383.85,1404.827307926563995475,45972,1794,64582721.00,9121,19.84,47.90,-26.05
31-August-2018,1356.05,1409.00,1356.05,1403.60,1385.901388542446162800,60135,2371,83341180.00,15115,25.14,52.95,47.55
30-August-2018,1320.00,1360.00,1320.00,1355.80,1347.124162763760890366,39714,1527,53499689.00,7903,19.90,40.00,35.80
29-August-2018,1341.00,1349.80,1323.70,1328.60,1330.327851948333876044,18426,719,24512621.00,7100,38.53,26.10,-12.40
28-August-2018,1345.00,1358.50,1332.75,1340.20,1349.343783638320775026,22296,743,30084969.00,4308,19.32,25.75,-4.80
27-August-2018,1340.00,1352.95,1325.00,1341.15,1341.377010425144363058,25803,1290,34611551.00,5255,20.37,27.95,1.15
24-August-2018,1361.90,1368.25,1332.00,1339.65,1342.885642937775801320,29233,1031,39256576.00,6828,23.36,36.25,-22.25
23-August-2018,1385.10,1394.35,1351.65,1360.60,1368.875208603745596143,48537,2193,66441096.00,10341,21.31,42.70,-24.50
21-August-2018,1315.00,1378.00,1315.00,1370.95,1355.733255038642218517,105584,3333,143143740.00,23080,21.86,63.00,55.95
20-August-2018,1325.05,1328.80,1311.55,1316.40,1317.464546965918536990,24060,1076,31698197.00,7793,32.39,17.25,-8.65
17-August-2018,1319.70,1338.05,1303.00,1332.30,1321.272031080727707422,26769,1030,35369131.00,5395,20.15,35.05,12.60
16-August-2018,1336.00,1348.30,1306.90,1314.55,1323.969017708076744122,36537,1243,48373856.00,7553,20.67,41.40,-21.45
14-August-2018,1299.95,1342.00,1293.75,1334.95,1323.275898668780930702,78199,2724,103478852.00,12868,16.46,48.25,35.00
13-August-2018,1252.00,1295.00,1252.00,1289.35,1287.045467092550968098,25359,1069,32638186.00,3521,13.88,43.00,37.35
10-August-2018,1270.00,1300.05,1268.60,1274.55,1285.553220921972557670,26747,1129,34384692.00,2783,10.40,31.45,4.55
9-August-2018,1300.00,1307.75,1261.75,1266.90,1274.806836679327183939,29488,1091,37591504.00,4309,14.61,46.00,-33.10
8-August-2018,1278.00,1308.00,1275.40,1291.55,1295.162517699721372128,43786,1450,56709986.00,2855,6.52,32.60,13.55
7-August-2018,1312.35,1312.35,1259.50,1270.65,1275.956895058044394817,51943,1773,66277029.00,3414,6.57,52.85,-41.70
6-August-2018,1299.00,1324.00,1293.65,1304.55,1311.404847806253628597,48228,1905,63246433.00,7183,14.89,30.35,5.55
3-August-2018,1257.95,1294.75,1245.05,1288.60,1278.044382624674595477,78364,2715,100152670.00,9700,12.38,49.70,30.65
2-August-2018,1251.00,1258.00,1236.20,1242.15,1245.604877089478859390,25425,973,31669504.00,4122,16.21,21.80,-8.85
1-August-2018,1239.95,1260.00,1225.00,1249.85,1250.228213128763638531,50317,1919,62907733.00,4461,8.87,35.00,9.90
31-July-2018,1207.00,1257.00,1207.00,1229.15,1234.172978580403845591,68442,2750,84469267.00,3593,5.25,50.00,22.15
30-July-2018,1252.95,1255.60,1222.05,1228.80,1240.669038776199257200,38503,1593,47769480.00,4101,10.65,33.55,-24.15
27-July-2018,1258.35,1267.60,1236.20,1252.95,1250.706166503132311872,39747,1647,49711818.00,1877,4.72,31.40,-5.40
26-July-2018,1225.00,1280.40,1214.00,1249.85,1254.499573198190629179,148781,5508,186645701.00,13735,9.23,66.40,24.85
25-July-2018,1220.00,1247.40,1194.45,1224.05,1225.262193512435476302,136384,4604,167106159.00,9305,6.82,52.95,4.05
24-July-2018,1125.00,1225.15,1125.00,1213.35,1189.409418566029605824,222794,7762,264993282.00,17096,7.67,100.15,88.35
23-July-2018,1118.30,1130.15,1099.25,1125.50,1114.953018636312911505,53766,2047,59946564.00,6980,12.98,30.90,7.20
20-July-2018,1072.00,1132.00,1072.00,1112.80,1116.667519776640297812,55874,2075,62392681.00,5278,9.45,60.00,40.80
19-July-2018,1119.80,1133.20,1075.45,1099.85,1100.394498021760633036,80880,3249,88999907.00,5805,7.18,57.75,-19.95
18-July-2018,1113.00,1141.50,1086.70,1121.15,1119.087156586619231149,161904,5757,181184687.00,5225,3.23,54.80,8.15
17-July-2018,1130.00,1134.60,1068.85,1112.75,1112.798989494301994301,44928,1736,49995833.00,3545,7.89,65.75,-17.25
16-July-2018,1132.90,1149.85,1124.20,1134.45,1137.126193379531868066,33623,1074,38233594.00,10822,32.19,25.65,1.55
13-July-2018,1120.00,1166.30,1120.00,1136.90,1146.473437472970401508,57807,2193,66274190.00,7679,13.28,46.30,16.90
12-July-2018,1131.05,1141.90,1114.85,1136.60,1128.626241259768494036,34038,1256,38416180.00,3716,10.92,27.05,5.55
11-July-2018,1126.15,1145.40,1111.00,1126.55,1129.825740447659959303,53076,1964,59966631.00,5396,10.17,34.40,0.40
10-July-2018,1092.05,1129.80,1092.05,1116.30,1121.164136527425597224,59944,1866,67207063.00,6580,10.98,37.75,24.25
9-July-2018,1078.90,1108.50,1076.35,1103.05,1094.855563175038573632,34998,939,38317755.00,4699,13.43,32.15,24.15
6-July-2018,1094.00,1098.35,1065.85,1070.10,1079.088084826659807368,34989,1751,37756213.00,7240,20.69,32.50,-23.90
5-July-2018,1101.00,1118.65,1085.10,1093.50,1100.284210526315789473,22610,717,24877426.00,2822,12.48,33.55,-7.50
4-July-2018,1130.00,1130.00,1103.30,1111.00,1112.449751623996943064,31404,1019,34935372.00,3256,10.37,26.70,-19.00
3-July-2018,1095.95,1116.15,1091.00,1111.60,1103.141843971631205673,22278,668,24575794.00,4953,22.23,25.15,15.65
2-July-2018,1114.00,1114.95,1088.35,1102.80,1099.805244032328801453,31922,847,35107983.00,4331,13.57,26.60,-11.20
29-June-2018,1078.85,1107.25,1069.80,1096.15,1084.175396305515524695,38165,1103,41377554.00,6843,17.93,37.45,17.30
28-June-2018,1084.00,1091.75,1053.00,1060.05,1062.928911384754853818,39711,1698,42209970.00,7151,18.01,38.75,-23.95
27-June-2018,1101.00,1120.20,1081.95,1089.60,1096.329677302393038433,33096,1578,36284127.00,5723,17.29,38.25,-11.40
26-June-2018,1086.00,1119.00,1076.55,1108.65,1100.739517565161081431,43239,1384,47594876.00,4807,11.12,42.45,22.65
25-June-2018,1090.00,1119.55,1075.95,1097.00,1096.462487272054059057,43212,1336,47380337.00,9428,21.82,43.60,7.00
22-June-2018,1117.70,1119.95,1092.95,1100.85,1103.644880099228224917,29024,783,32032189.00,4445,15.31,27.00,-16.85
21-June-2018,1147.00,1155.50,1110.00,1118.30,1137.634205305190149885,59979,2297,68234162.00,8702,14.51,45.50,-28.70
20-June-2018,1106.00,1139.95,1105.00,1135.05,1129.015838443144960818,42239,1191,47688500.00,7638,18.08,34.95,29.05
19-June-2018,1100.00,1118.30,1092.00,1104.90,1102.105603875371573268,45415,1360,50052126.00,3531,7.77,26.30,4.90
18-June-2018,1139.25,1144.75,1105.45,1110.95,1118.138053273257354890,30184,804,33749879.00,2004,6.64,39.30,-28.30
15-June-2018,1135.35,1145.20,1125.00,1132.40,1134.335321864594894561,36040,1089,40881445.00,4008,11.12,20.20,-2.95
14-June-2018,1130.55,1137.65,1101.45,1126.20,1115.711165048543689320,37904,1128,42289916.00,2915,7.69,36.20,-4.35
13-June-2018,1123.00,1147.40,1116.85,1122.35,1135.727571192808736261,56958,1739,64688771.00,9712,17.05,30.55,-0.65
12-June-2018,1094.90,1145.00,1090.00,1125.30,1119.096085857591672506,127001,3290,142126322.00,10712,8.43,55.00,30.40
11-June-2018,1071.00,1092.45,1019.00,1082.80,1079.381434972404376838,52001,1487,56128914.00,11650,22.40,73.45,11.80
8-June-2018,1064.00,1093.50,1060.75,1070.35,1078.587980066340727232,63611,1667,68610060.00,5767,9.07,32.75,6.35
7-June-2018,1054.95,1073.20,1054.95,1065.75,1065.043132856675545586,42798,1195,45581716.00,5656,13.22,18.25,10.80
6-June-2018,978.00,1064.25,970.55,1050.00,1017.320630657745468015,129579,4170,131823390.00,9178,7.08,93.70,72.00
5-June-2018,1091.25,1097.85,1005.05,1017.75,1039.333900493429283476,99913,5138,103842968.00,18183,18.20,92.80,-73.50
4-June-2018,1105.00,1114.15,1083.00,1086.70,1094.233048459804658151,21296,792,23302787.00,2579,12.11,31.15,-18.30
1-June-2018,1119.00,1125.00,1090.45,1104.35,1106.272208009880028228,45344,1571,50162807.00,6089,13.43,34.55,-14.65
31-May-2018,1098.00,1125.00,1095.30,1117.85,1116.425238565674769033,184226,2103,205674556.00,133829,72.64,29.70,19.85
30-May-2018,1080.05,1110.00,1080.05,1087.85,1096.606781221233507210,32590,1255,35738415.00,6256,19.20,29.95,7.80
29-May-2018,1072.95,1111.00,1069.35,1090.90,1093.929693860309365447,65101,2211,71215917.00,10114,15.54,41.65,17.95
28-May-2018,1175.00,1175.00,1060.80,1068.25,1086.568408366183744695,39827,1467,43274760.00,5710,14.34,114.20,-106.75
25-May-2018,1089.00,1137.70,1089.00,1121.75,1121.940194056594205348,88737,3504,99557607.00,10658,12.01,48.70,32.75
24-May-2018,1085.30,1106.60,1077.00,1089.10,1094.219804288691843007,56614,1705,61948160.00,10550,18.63,29.60,3.80
23-May-2018,1040.00,1087.50,1040.00,1070.90,1073.848830401204449772,71734,2010,77031472.00,8064,11.24,47.50,30.90
22-May-2018,1048.00,1056.05,1025.20,1050.60,1040.887235777091946660,34346,982,35750313.00,3513,10.23,30.85,2.60
21-May-2018,1021.00,1064.95,1021.00,1048.05,1051.866468596123080758,48131,1688,50627385.00,8584,17.83,43.95,27.05
18-May-2018,1058.80,1060.10,1024.95,1037.05,1044.554284267814200734,39505,1333,41265117.00,8096,20.49,35.15,-21.75
17-May-2018,1066.00,1089.05,1052.60,1057.50,1065.930528597716215875,39671,1349,42286530.00,4867,12.27,36.45,-8.50
16-May-2018,1068.00,1091.75,1027.80,1075.80,1077.472842865684755152,81949,2270,88297822.00,10772,13.14,63.95,7.80
15-May-2018,1067.65,1092.75,1049.90,1055.65,1072.492356241967000700,95699,2710,102636446.00,8976,9.38,42.85,-12.00
14-May-2018,1069.90,1074.95,1042.75,1067.50,1060.684840179265898736,53998,1784,57274860.00,9488,17.57,32.20,-2.40
11-May-2018,1042.30,1063.75,1035.15,1056.40,1050.217752965458931191,80426,1960,84464813.00,12114,15.06,28.60,14.10
10-May-2018,1061.10,1072.90,1032.85,1038.25,1052.183365688100048862,75723,1604,79674481.00,9731,12.85,40.05,-22.85
9-May-2018,1060.00,1079.10,1050.80,1057.90,1066.279624128702096997,136004,3429,145018294.00,19624,14.43,28.30,-2.10
8-May-2018,1031.10,1066.50,1025.25,1059.20,1049.160727814373948662,155754,4075,163410980.00,19004,12.20,41.25,28.10
7-May-2018,1039.00,1085.00,987.65,1028.35,1026.432170481327407032,252884,5851,259568273.00,15180,6.00,97.35,-10.65
4-May-2018,1049.80,1074.70,987.75,1027.90,1024.511991476232320392,963893,19694,987519937.00,320101,33.21,86.95,-21.90
3-May-2018,1099.00,1131.60,1040.50,1059.00,1085.608907278957430891,216542,6393,235079924.00,27501,12.70,91.10,-40.00
2-May-2018,1160.00,1160.55,1089.10,1099.95,1113.734034388352406153,87297,2909,97225640.00,18285,20.95,71.45,-60.05
30-April-2018,1116.00,1189.60,1116.00,1163.45,1168.617912623642092392,127586,4636,149099285.00,20270,15.89,73.60,47.45
27-April-2018,1158.20,1165.00,1106.40,1138.50,1132.443300251125249721,249278,8343,282293201.00,42759,17.15,58.60,-19.70
26-April-2018,1043.05,1158.00,1043.05,1140.70,1126.646591709722874589,408768,11213,460537074.00,72637,17.77,114.95,97.65
25-April-2018,995.00,1092.00,987.20,1080.90,1062.938784332090004355,305363,9491,324582176.00,17790,5.83,104.80,85.90
24-April-2018,1036.00,1045.00,990.10,998.55,1006.052766468356281410,129931,5262,130717442.00,24136,18.58,54.90,-37.45
23-April-2018,992.50,1086.00,990.00,1035.90,1060.817081714897457023,356826,8701,378527116.00,16906,4.74,96.00,43.40
20-April-2018,935.00,997.95,934.95,992.45,978.683897513424087055,140233,3733,137243779.00,12164,8.67,63.00,57.45
19-April-2018,938.00,944.00,932.25,935.00,937.163517468116622710,27679,860,25939749.00,5338,19.29,11.75,-3.00
18-April-2018,940.00,946.40,921.10,926.25,937.989393359690515665,47046,1521,44128649.00,6763,14.38,25.30,-13.75
17-April-2018,912.10,940.00,912.00,933.60,927.068757483115765980,86027,2655,79752944.00,11396,13.25,28.00,21.50
16-April-2018,903.00,920.25,899.70,909.85,911.759464354642358739,33679,1066,30707147.00,3780,11.22,20.55,6.85
13-April-2018,919.00,927.25,905.10,912.95,917.115381636025614542,77456,2323,71036089.00,9257,11.95,22.15,-6.05
12-April-2018,894.70,927.15,894.70,917.60,918.930301913934354332,171009,4590,157145352.00,40569,23.72,32.45,22.90
11-April-2018,904.90,904.90,882.85,891.05,894.940653540299336736,57594,1643,51543212.00,8060,13.99,22.05,-13.85
10-April-2018,889.00,895.90,876.00,886.75,886.949501302902327253,44516,1870,39483444.00,4070,9.14,19.90,-2.25
9-April-2018,907.10,907.10,878.30,883.40,889.271745101629738143,38227,1006,33994191.00,7636,19.98,28.80,-23.70
6-April-2018,879.25,911.80,873.45,902.75,900.548974745850750698,80858,2617,72816589.00,9027,11.16,38.35,23.50
5-April-2018,888.00,888.00,872.30,879.10,880.322453826938040050,24419,1571,21496594.00,4014,16.44,15.70,-8.90
4-April-2018,883.00,895.00,862.10,867.20,879.584708564428867943,29389,980,25850115.00,4465,15.19,32.90,-15.80
3-April-2018,875.00,892.10,874.80,882.75,882.928694212771375819,31414,2272,27736322.00,7009,22.31,17.30,7.75
2-April-2018,860.00,892.00,852.75,882.05,878.873183237197378486,96738,2882,85020434.00,8556,8.84,39.25,22.05
28-March-2018,890.00,890.00,858.95,864.25,871.802239177309669928,60290,2143,52560957.00,7249,12.02,31.05,-25.75
27-March-2018,893.10,921.50,881.40,887.85,903.674235279893604159,41355,1359,37371448.00,5816,14.06,40.10,-5.25
26-March-2018,881.00,909.95,863.00,900.50,889.217627324598478444,75712,2838,67324445.00,11814,15.60,46.95,19.50
23-March-2018,919.00,922.05,887.30,896.70,902.221268454120019649,77354,2292,69790424.00,11057,14.29,34.75,-22.30
22-March-2018,946.45,946.45,925.70,931.80,933.880282575006631577,71627,2211,66891043.00,7242,10.11,20.75,-14.65
21-March-2018,925.00,959.25,925.00,947.95,946.286677306900751816,142854,5083,135180837.00,15822,11.08,34.25,22.95
20-March-2018,868.00,924.70,860.90,917.95,904.239297183526450548,184344,4976,166691089.00,9309,5.05,63.80,49.95
19-March-2018,940.00,940.00,877.00,883.70,893.637085752175266241,73899,2213,66038887.00,9696,13.12,63.00,-56.30
16-March-2018,975.90,975.90,920.20,926.40,944.983971109984794728,78920,2546,74578135.00,18832,23.86,55.70,-49.50
15-March-2018,947.00,1011.95,931.10,988.15,973.731912595359722753,133311,4171,129809175.00,10849,8.14,80.85,41.15
14-March-2018,897.90,940.70,896.80,932.80,922.269198372730694098,55799,2140,51461699.00,8127,14.56,43.90,34.90
13-March-2018,917.80,929.15,892.35,903.35,913.927578215527230590,74218,2252,67829877.00,6693,9.02,36.80,-14.45
12-March-2018,882.00,915.00,881.20,909.45,905.320105939876856211,88352,2827,79986842.00,8779,9.94,33.80,27.45
9-March-2018,878.00,893.85,872.05,879.10,880.536614360437470280,21030,897,18517685.00,2909,13.83,21.80,1.10
8-March-2018,880.00,887.00,868.60,879.95,878.456749526251254040,35884,1342,31522542.00,5968,16.63,18.40,-0.05
7-March-2018,855.05,888.00,853.80,877.55,875.310171029199287658,89283,2970,78150318.00,9691,10.85,34.20,22.50
6-March-2018,883.80,886.00,855.50,860.60,872.082493483927019982,23020,1032,20075339.00,4079,17.72,30.50,-23.20
5-March-2018,869.00,882.00,863.45,878.30,874.996013597033374536,64720,2236,56629742.00,7080,10.94,18.55,9.30
1-March-2018,838.10,876.00,834.15,872.25,861.320066834097843458,96358,3230,82995079.00,11362,11.79,41.85,34.15
28-February-2018,831.95,846.60,822.80,834.55,838.128026874445947837,42866,1700,35927196.00,7096,16.55,23.80,2.60
27-February-2018,836.00,846.55,825.95,832.80,837.338369284231046319,47194,2178,39517347.00,6186,13.11,20.60,-3.20
26-February-2018,840.00,842.40,820.80,831.25,828.796014361025268133,44008,1321,36473655.00,4962,11.28,21.60,-8.75
23-February-2018,828.00,837.95,813.45,832.55,826.189037732828094145,37474,1383,30960608.00,5650,15.08,24.50,4.55
22-February-2018,795.00,833.00,795.00,823.25,814.564000901103852218,88780,2947,72316992.00,10283,11.58,38.00,28.25
21-February-2018,767.95,803.15,764.65,796.40,789.240958894479427153,99573,3359,78587090.00,16429,16.50,38.50,28.45
20-February-2018,762.00,770.90,741.15,758.70,758.214571169434839294,70564,2199,53502653.00,3313,4.70,29.75,-3.30
19-February-2018,821.00,821.00,749.90,761.45,776.033291021631312404,76417,2127,59302136.00,10154,13.29,71.10,-59.55
16-February-2018,835.25,843.80,811.60,820.95,835.406862795084892673,196130,2335,163848348.00,137803,70.26,32.20,-14.30
15-February-2018,830.00,846.70,813.60,826.25,842.910054659868632584,326565,1561,275264922.00,277874,85.09,33.10,-3.75
14-February-2018,830.00,853.05,824.80,831.50,842.559581810799837596,39408,1328,33203588.00,9344,23.71,28.25,1.50
12-February-2018,830.00,845.75,821.55,827.40,831.968050518944604226,31988,928,26612994.00,2402,7.51,24.20,-2.60
9-February-2018,809.95,835.90,808.05,830.35,825.848515681110845104,16708,658,13798277.00,1314,7.86,27.85,20.40
8-February-2018,839.95,854.85,822.00,828.40,839.205152072231401112,42973,1980,36063163.00,6073,14.13,32.85,-11.55
7-February-2018,832.00,852.65,825.55,834.65,841.527989440211195776,50001,3881,42077241.00,11888,23.78,27.10,2.65
6-February-2018,790.00,838.90,777.00,831.45,819.599252536038441003,65555,2652,53728829.00,6663,10.16,61.90,41.45
5-February-2018,780.25,832.25,760.85,826.60,813.474220772572364668,68369,2254,55616419.00,8075,11.81,71.40,46.35
2-February-2018,834.30,853.00,755.60,790.40,816.297161682716675114,98650,4806,80527715.00,8894,9.02,97.40,-43.90
1-February-2018,855.95,862.60,828.00,836.35,845.698072933890508973,33263,1806,28130455.00,5422,16.30,34.60,-19.60
31-January-2018,853.80,866.65,847.80,855.95,856.701267907129919315,30365,1198,26013734.00,4625,15.23,18.85,2.15
30-January-2018,880.50,883.20,852.35,859.00,871.311786016887252753,68454,2910,59644777.00,5892,8.61,30.85,-21.50
