Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
25-July-2018,370.00,370.25,361.65,363.60,365.344249537952725268,61682,1004,22535164.00,10488,17.00,8.60,-6.40
24-July-2018,358.80,368.75,355.80,366.15,361.879056022848275235,121147,1441,43840562.00,9654,7.97,12.95,7.35
23-July-2018,360.00,364.90,356.50,358.75,359.973668739256296050,312974,1034,112662399.00,24692,7.89,8.40,-1.25
20-July-2018,358.05,362.70,357.30,359.25,360.254563428203595567,43498,1276,15670353.00,9666,22.22,5.40,1.20
19-July-2018,359.75,364.00,356.00,357.20,359.728033034605544667,66839,1187,24043862.00,19838,29.68,8.00,-2.55
18-July-2018,361.25,365.60,355.80,359.25,361.713429473214380599,94099,1342,34036872.00,11645,12.38,9.80,-2.00
17-July-2018,356.00,366.45,355.25,358.50,359.203804413023136781,500156,2298,179657938.00,368794,73.74,11.20,2.50
16-July-2018,357.00,359.80,350.55,356.75,356.351115930627316734,141093,1259,50278648.00,73304,51.95,9.25,-0.25
13-July-2018,357.40,359.85,354.40,357.00,356.816645439946840910,90295,873,32218759.00,39852,44.14,5.45,-0.40
12-July-2018,358.00,361.20,353.65,356.35,357.458396280256487729,119148,1522,42590453.00,34820,29.22,7.55,-1.65
11-July-2018,365.00,365.00,356.00,357.10,359.446312689567609508,113416,1813,40766963.00,23737,20.93,9.00,-7.90
10-July-2018,346.85,365.75,344.00,363.85,357.829167828052897271,226023,3068,80877622.00,40485,17.91,21.75,17.00
9-July-2018,340.15,348.00,340.15,347.25,345.853524215656411818,82075,2882,28385928.00,36007,43.87,7.85,7.10
6-July-2018,346.10,351.30,342.70,344.70,345.295092029022570674,136859,1288,47256741.00,50390,36.82,8.60,-1.40
5-July-2018,348.30,349.65,343.60,346.70,345.391547623381678769,357083,1329,123333450.00,293835,82.29,6.05,-1.60
4-July-2018,345.00,350.50,341.05,349.30,347.794815049892015311,356069,3002,123838952.00,223044,62.64,9.45,4.30
3-July-2018,344.70,347.00,336.00,344.90,343.705556574621495393,141742,1544,48717513.00,30591,21.58,11.00,0.20
2-July-2018,341.80,343.25,332.75,342.20,340.150278741434957455,115878,2895,39415934.00,22853,19.72,10.50,0.40
29-June-2018,320.00,344.10,320.00,340.15,335.901412762585652671,222118,3122,74609750.00,44095,19.85,24.10,20.15
28-June-2018,325.70,325.70,315.75,319.20,320.281673272338901853,80991,1182,25939933.00,11092,13.70,9.95,-6.50
27-June-2018,345.00,345.00,323.10,328.45,332.567141758615139755,55919,910,18596822.00,15941,28.51,21.90,-16.55
26-June-2018,342.00,345.00,339.70,342.85,343.351464720992512433,219564,1630,75387621.00,121624,55.39,5.30,0.85
25-June-2018,340.90,345.00,338.05,341.90,342.418688191879615911,801169,1573,274335238.00,726055,90.62,6.95,1.00
22-June-2018,342.50,343.10,339.00,340.15,340.699997598888285276,666358,2410,227028169.00,518969,77.88,4.10,-2.35
21-June-2018,342.15,342.15,336.50,339.50,339.243244034977223792,68273,1653,23161154.00,31311,45.86,5.65,-2.65
20-June-2018,344.85,345.00,335.85,342.65,340.825218882336130524,76982,1076,26237407.00,27021,35.10,9.15,-2.20
19-June-2018,337.50,345.50,335.90,342.55,342.391493011559679525,256495,1913,87821706.00,125999,49.12,9.60,5.05
18-June-2018,335.00,339.00,333.00,338.20,335.676169659168074700,874742,3309,293630044.00,642089,73.40,6.00,3.20
15-June-2018,339.00,341.00,333.30,335.00,335.079022654453991726,804301,1202,269504393.00,747341,92.92,7.70,-4.00
14-June-2018,345.00,347.15,337.60,339.10,339.120719940997596629,429813,1080,145758494.00,337870,78.61,9.55,-5.90
13-June-2018,344.40,345.30,339.40,344.95,344.082181948681141216,183909,2412,63279810.00,144679,78.67,5.90,0.55
12-June-2018,346.00,346.00,340.50,343.65,343.572593470780441257,69166,755,23763542.00,22296,32.24,5.50,-2.35
11-June-2018,344.00,345.00,339.00,343.30,342.690747055620827005,104691,822,35876637.00,28496,27.22,6.00,-0.70
8-June-2018,336.00,346.70,331.75,342.10,335.004913017596823982,868509,1563,290954782.00,721669,83.09,14.95,6.10
7-June-2018,330.00,343.30,330.00,336.00,337.414648883461491982,314454,2434,106101386.00,188506,59.95,13.30,6.00
6-June-2018,333.00,337.10,330.50,333.75,332.457231072907566835,149957,753,49854289.00,94398,62.95,6.60,0.75
5-June-2018,336.95,337.40,328.15,334.40,330.238731782646462696,165776,1470,54745656.00,112272,67.73,9.25,-2.55
4-June-2018,344.95,345.85,332.55,334.50,340.660665351235501080,2210682,1508,753092401.00,2124758,96.11,13.30,-10.45
1-June-2018,350.00,350.00,338.40,341.15,341.378493227829373753,523835,1628,178826003.00,412201,78.69,11.60,-8.85
31-May-2018,345.00,352.75,344.80,350.25,349.646312737374816656,411796,1890,143982953.00,318937,77.45,7.95,5.25
30-May-2018,343.15,345.85,338.00,342.65,342.902321966649850701,73343,1085,25149485.00,10488,14.30,7.85,-0.50
29-May-2018,334.95,345.95,333.45,343.15,343.282482890706908934,121133,1734,41582837.00,22771,18.80,12.50,8.20
28-May-2018,321.05,338.20,321.05,336.35,332.202162731570288776,153787,3196,51088374.00,42960,27.93,17.15,15.30
25-May-2018,311.00,322.65,310.50,319.60,318.644233559923504246,637421,8160,203110526.00,242680,38.07,12.15,8.60
24-May-2018,330.00,330.00,298.70,306.80,310.715268025761464335,743436,6204,230996916.00,317854,42.75,31.30,-23.20
23-May-2018,327.90,329.70,319.60,323.15,323.254223289315726290,104125,1499,33658846.00,18762,18.02,10.10,-4.75
22-May-2018,322.00,329.00,322.00,327.80,325.889791541423627471,184641,808,60172617.00,152598,82.65,7.00,5.80
21-May-2018,326.00,326.50,318.90,325.30,324.981031932306394204,1498044,1055,486835885.00,535467,35.74,7.60,-0.70
18-May-2018,330.00,330.00,320.50,321.05,326.960211436225411831,987721,4338,322945467.00,861883,87.26,9.50,-8.95
17-May-2018,338.00,339.65,328.00,330.60,331.872637820277144595,149597,1316,49647151.00,76229,50.96,11.65,-7.40
16-May-2018,336.00,339.55,327.85,330.85,331.665056961337430465,404836,8042,134269955.00,252033,62.26,11.70,-5.15
15-May-2018,342.35,351.40,334.85,339.40,341.917458217577280945,226770,7843,77536622.00,135679,59.83,16.55,-2.95
14-May-2018,342.65,345.95,341.60,344.30,343.746889876457982770,69531,2699,23901065.00,24876,35.78,4.35,1.65
11-May-2018,341.35,344.00,337.35,342.65,341.677809605070697220,65632,1217,22424998.00,18618,28.37,6.65,1.30
10-May-2018,343.35,344.20,335.75,339.80,340.289193044423312049,88332,2425,30058425.00,37767,42.76,8.45,-3.55
9-May-2018,341.50,345.00,338.40,342.10,341.662861541845375563,90930,1817,31067404.00,36443,40.08,6.60,0.60
8-May-2018,343.90,348.50,339.00,341.65,342.563242245199409158,135400,3074,46383063.00,56282,41.57,9.50,-2.25
7-May-2018,330.00,343.55,327.00,342.80,338.711396013585160824,260284,3865,88161157.00,125477,48.21,16.55,12.80
4-May-2018,321.00,332.00,321.00,329.85,328.407189836092009629,86817,3312,28511327.00,28534,32.87,11.00,8.85
3-May-2018,324.00,329.00,320.30,322.15,323.832028795478732098,275321,1759,89157758.00,199405,72.43,8.70,-1.85
2-May-2018,325.95,330.00,321.00,323.10,326.761525818803509189,226947,2350,74157548.00,41766,18.40,9.00,-2.85
30-April-2018,331.95,333.20,323.00,325.00,328.913587885524922134,190714,2431,62728426.00,28536,14.96,10.20,-6.95
27-April-2018,325.50,331.95,324.60,329.65,328.517098687182177150,68631,1008,22546457.00,15795,23.01,7.35,4.15
26-April-2018,327.60,330.00,321.30,325.05,325.820428931181108863,96892,2529,31569393.00,25324,26.14,8.70,-2.55
25-April-2018,337.10,338.75,325.85,327.30,330.246118966248966919,179076,2995,59139154.00,60984,34.05,12.90,-9.80
24-April-2018,332.55,339.00,331.00,337.10,333.982780281076734953,119398,3062,39876876.00,36252,30.36,8.00,4.55
23-April-2018,333.00,335.00,327.50,332.10,332.285677097456478117,92195,1664,30635078.00,15147,16.43,7.50,-0.90
20-April-2018,338.50,342.40,325.15,329.90,331.573156082325618643,137357,3562,45543894.00,35411,25.78,17.25,-8.60
19-April-2018,331.50,338.00,328.40,335.20,331.637143890747942479,221140,4455,73338238.00,126026,56.99,9.60,3.70
18-April-2018,326.00,332.00,326.00,330.15,329.991996782626181379,49730,977,16410502.00,13826,27.80,6.00,4.15
17-April-2018,322.05,326.55,321.10,325.25,324.121083337524518432,39766,1712,12888999.00,13527,34.02,5.45,3.20
16-April-2018,328.00,328.00,321.15,324.80,323.076333744991645757,357902,2160,115629666.00,324699,90.72,6.85,-3.20
13-April-2018,326.10,329.25,324.15,326.65,326.793023558505792008,38415,1051,12553754.00,12149,31.63,5.10,0.55
12-April-2018,326.00,327.50,324.75,326.10,326.072315328005897918,75959,1307,24768127.00,48337,63.64,2.75,0.10
11-April-2018,331.05,335.00,322.40,326.75,328.141939170592900125,85748,3246,28137515.00,23653,27.58,12.60,-4.30
10-April-2018,333.80,333.80,330.45,331.95,331.961669067709405227,38872,1214,12904014.00,11256,28.96,3.35,-1.85
9-April-2018,335.00,335.00,329.55,330.70,331.576024662520031507,73634,2061,24415269.00,36293,49.29,5.45,-4.30
6-April-2018,331.00,335.50,330.15,333.70,332.451013072842691092,68998,4260,22938455.00,29148,42.24,5.35,2.70
5-April-2018,332.55,335.65,330.00,332.45,333.099985622773526733,62599,3003,20851726.00,25146,40.17,5.65,-0.10
4-April-2018,329.55,329.80,323.40,328.10,326.737722601396406997,101976,1574,33319406.00,35355,34.67,6.40,-1.45
3-April-2018,325.25,332.95,322.30,329.40,326.772952715488985912,80851,2633,26419920.00,34018,42.07,10.65,4.15
2-April-2018,329.15,338.90,320.60,325.25,324.004410480349344978,503800,2622,163233422.00,380868,75.60,18.30,-3.90
28-March-2018,322.00,332.00,317.00,328.60,328.202161268605139879,782781,1936,256910416.00,712879,91.07,15.00,6.60
27-March-2018,319.00,322.30,311.30,321.00,317.026482993320420686,220972,5109,70053976.00,75794,34.30,11.00,2.00
26-March-2018,440.15,445.00,413.25,424.75,419.709525136878930234,391039,5374,164122793.00,195362,49.96,31.75,-15.40
23-March-2018,437.90,441.00,429.85,438.25,435.269228930637219752,125514,2416,54632382.00,49961,39.81,11.15,0.35
22-March-2018,437.50,441.45,436.25,438.65,439.149364944961896697,59050,1113,25931770.00,23898,40.47,5.20,1.15
21-March-2018,448.30,448.30,433.50,434.50,437.584226967105388468,105002,2419,45947219.00,36702,34.95,14.80,-13.80
20-March-2018,441.05,450.00,436.50,437.75,440.932703623729750196,97717,2245,43086621.00,33139,33.91,13.50,-3.30
19-March-2018,447.50,447.50,437.55,442.20,441.498222186032624921,73686,2436,32532238.00,23131,31.39,9.95,-5.30
16-March-2018,449.00,450.60,438.00,440.85,443.531012582204738596,133204,6124,59080105.00,57959,43.51,12.60,-8.15
15-March-2018,458.00,460.00,449.55,450.40,454.689753692741498758,214204,1579,97396364.00,21941,10.24,10.45,-7.60
14-March-2018,458.00,463.50,455.15,457.70,459.164362185185658919,78181,2048,35897929.00,23836,30.49,8.35,-0.30
13-March-2018,450.25,459.05,446.10,455.85,452.194547913052352280,78392,1904,35448435.00,34211,43.64,12.95,5.60
12-March-2018,437.55,447.85,437.55,446.40,441.894161972083677204,139345,2420,61575742.00,71032,50.98,10.30,8.85
9-March-2018,438.25,442.50,436.05,437.50,438.949453029723875571,54939,1135,24115444.00,14617,26.61,6.45,-0.75
8-March-2018,440.25,446.00,434.30,436.55,438.851322529485753869,54857,1434,24074067.00,9615,17.53,11.70,-3.70
7-March-2018,439.10,442.30,433.45,440.60,438.622247441928575350,54631,1526,23962372.00,11691,21.40,8.85,1.50
6-March-2018,444.00,447.90,438.00,440.75,444.188332066589844803,81574,1860,36234219.00,14640,17.95,9.90,-3.25
5-March-2018,453.00,453.00,441.35,443.75,445.518305631396592741,125262,5879,55806514.00,44196,35.28,11.65,-9.25
1-March-2018,455.50,458.05,451.85,453.10,454.571782087696414857,164066,4269,74579774.00,70189,42.78,6.20,-2.40
28-February-2018,456.00,461.20,452.40,457.05,454.683266030650419728,282802,3161,128585337.00,162298,57.39,8.80,1.05
27-February-2018,462.65,474.20,456.15,457.50,464.114139997449955374,196075,9352,91001180.00,40002,20.40,18.05,-5.15
26-February-2018,460.10,465.60,460.00,463.40,463.776363966310485807,93679,4256,43446106.00,37714,40.26,5.60,3.30
23-February-2018,461.00,464.95,453.00,458.35,459.752466516011684947,217716,3004,100095468.00,39416,18.10,11.95,-2.65
22-February-2018,464.50,469.95,456.05,465.95,462.017296110695108448,312498,3791,144379481.00,172045,55.05,13.90,1.45
21-February-2018,467.95,469.60,463.35,465.75,465.882166889286524357,79358,1771,36971477.00,7575,9.55,6.25,-2.20
20-February-2018,463.30,468.45,460.85,465.55,464.033746237554989580,51828,1086,24049941.00,12749,24.60,7.60,2.25
19-February-2018,468.85,473.30,461.50,463.30,466.378650995526708183,45604,1577,21268732.00,13553,29.72,11.80,-5.55
16-February-2018,479.50,479.50,466.00,468.25,471.788540181805435468,42793,1556,20189247.00,11078,25.89,13.50,-11.25
15-February-2018,468.15,477.00,466.30,474.70,472.738725509916723659,99428,1712,47003466.00,18468,18.57,10.70,6.55
14-February-2018,470.15,474.20,463.90,466.75,468.529745373753910018,205242,3879,96161982.00,57072,27.81,10.30,-3.40
12-February-2018,465.80,467.50,456.50,464.45,462.316519058442406667,191385,3175,88480447.00,32189,16.82,11.00,-1.35
9-February-2018,455.00,464.45,453.45,463.05,459.130962195265575315,127365,5375,58477215.00,21281,16.71,11.00,8.05
8-February-2018,465.00,471.40,460.00,461.95,464.568802831599819111,229976,4309,106839675.00,63787,27.74,11.40,-3.05
7-February-2018,460.00,465.00,451.40,461.70,457.536950540926297499,241715,3326,110593544.00,26693,11.04,13.60,1.70
6-February-2018,450.00,457.75,439.50,453.00,447.855077220889618314,237630,3646,106423802.00,173960,73.21,18.25,3.00
5-February-2018,463.50,471.75,453.70,463.30,462.933192731107333436,110003,7245,50924040.00,23306,21.19,18.05,-0.20
2-February-2018,484.90,484.95,461.05,466.05,476.737672448729144905,175197,3242,83523010.00,21550,12.30,23.90,-18.85
1-February-2018,481.95,495.65,479.25,486.15,486.174103262871031892,203655,5778,99011787.00,51385,25.23,16.40,4.20
31-January-2018,477.00,482.00,471.95,478.30,476.159137890397091268,258807,4143,123233318.00,45570,17.61,10.05,1.30
30-January-2018,478.05,483.75,474.90,476.95,479.031335086272618362,192819,1864,92366343.00,120600,62.55,8.85,-1.10
29-January-2018,493.00,498.60,471.50,474.35,479.595347638853104641,190183,10506,91210882.00,54578,28.70,27.10,-18.65
25-January-2018,485.85,498.55,479.90,494.50,489.526191636111894566,234006,4912,114552066.00,48939,20.91,18.65,8.65
24-January-2018,471.50,494.20,470.00,484.60,486.245528580445525501,324785,4910,157925254.00,39616,12.20,24.20,13.10
23-January-2018,459.45,479.00,447.30,472.35,463.052623870202643005,211653,5036,98006477.00,31352,14.81,31.70,12.90
22-January-2018,469.05,470.00,451.15,457.10,456.942093119781239318,163832,4923,74861737.00,46083,28.13,18.85,-11.95
19-January-2018,465.00,473.00,459.75,468.90,464.824561329704215694,237707,5939,110492052.00,69069,29.06,13.25,3.90
18-January-2018,474.60,474.60,466.20,468.50,468.525697412823397075,177800,5661,83303869.00,64611,36.34,8.40,-6.10
17-January-2018,487.90,487.90,467.05,480.55,473.684847241049681088,370322,3183,175415920.00,164167,44.33,20.85,-7.35
16-January-2018,490.00,492.05,473.20,477.50,479.100621864961944396,189591,3056,90833166.00,27050,14.27,18.85,-12.50
15-January-2018,502.00,502.35,487.80,488.80,493.887464464599972925,73870,1679,36483467.00,23876,32.32,14.55,-13.20
12-January-2018,495.00,501.40,492.50,499.80,498.044429116969197382,59443,1500,29605255.00,14852,24.99,8.90,4.80
11-January-2018,496.20,497.05,493.30,494.85,495.091582122292295037,65646,784,32500782.00,27884,42.48,3.75,-1.35
10-January-2018,504.40,506.20,494.10,496.20,501.015645546193931719,82132,1317,41149417.00,22619,27.54,12.10,-8.20
9-January-2018,494.00,502.70,494.00,500.25,500.383694142358640783,118068,2076,59079302.00,53594,45.39,8.70,6.25
8-January-2018,500.00,503.55,495.35,497.55,499.709212892692695246,78401,2007,39177702.00,26410,33.69,8.20,-2.45
5-January-2018,500.00,500.00,492.75,494.35,494.656140461679350743,31667,671,15664276.00,8586,27.11,7.25,-5.65
4-January-2018,495.00,498.25,490.15,495.90,493.705373437913595898,71779,2145,35437678.00,16950,23.61,8.10,0.90
3-January-2018,496.45,497.00,489.10,491.05,492.940556601336138485,54186,1171,26710477.00,11289,20.83,7.90,-5.40
2-January-2018,500.50,503.75,492.10,494.20,496.905766239806968327,68797,1222,34185626.00,10353,15.05,11.65,-6.30
1-January-2018,500.25,504.95,498.10,499.95,501.620845847077938063,60933,756,30565263.00,7614,12.50,6.85,-0.30
29-December-2017,511.00,513.40,496.00,497.20,500.048495070999398754,247819,2359,123921518.00,135026,54.49,17.40,-13.80
28-December-2017,510.20,518.00,504.45,510.70,510.021275811209439528,162720,2212,82990662.00,40268,24.75,13.55,0.50
27-December-2017,511.00,513.85,506.55,508.15,509.680958355057351407,122752,1239,62564357.00,46836,38.15,7.30,-2.85
26-December-2017,506.10,513.70,506.10,509.45,509.773103303131526261,185309,2187,94465544.00,36725,19.82,7.60,3.35
22-December-2017,504.85,508.60,501.35,502.90,505.877722557864677771,681115,3856,344560905.00,561524,82.44,7.25,-1.95
21-December-2017,501.00,505.95,498.00,502.15,502.239944826239273464,81923,1967,41145003.00,18179,22.19,7.95,1.15
20-December-2017,497.00,509.00,497.00,499.95,504.145230923313884231,131797,1936,66444829.00,29336,22.26,12.00,2.95
19-December-2017,496.00,502.10,490.40,496.65,496.033361687807887529,106979,1897,53065153.00,21072,19.70,11.70,0.65
18-December-2017,486.05,503.50,476.45,494.75,495.629990438754913417,282390,3601,139960953.00,34186,12.11,27.05,8.70
15-December-2017,488.00,498.35,483.65,485.90,489.752098711543108353,128293,3892,62831766.00,43710,34.07,14.70,-2.10
14-December-2017,491.80,497.10,481.10,486.95,485.712694859106642764,121049,1501,58795036.00,38148,31.51,16.00,-4.85
13-December-2017,493.00,502.55,486.95,491.50,498.420935491242718567,1124607,5436,560527673.00,895267,79.61,15.60,-1.50
12-December-2017,487.90,495.80,481.00,491.95,492.297987786871056106,589202,4688,290062959.00,411208,69.79,14.80,4.05
11-December-2017,485.05,490.95,477.25,480.95,482.380063308782080269,161431,3157,77871096.00,49515,30.67,13.70,-4.10
8-December-2017,497.90,500.30,480.60,482.55,490.167246931513376833,520452,8279,255108524.00,110334,21.20,19.70,-15.35
7-December-2017,459.35,496.30,459.35,492.80,483.458242469858569810,647033,9540,312813437.00,168235,26.00,36.95,33.45
6-December-2017,461.95,461.95,454.30,456.35,457.665725521831198951,49585,638,22693355.00,13524,27.27,7.65,-5.60
5-December-2017,464.00,465.50,458.10,462.45,461.836742363236162559,55881,795,25807899.00,20832,37.28,7.40,-1.55
4-December-2017,453.00,464.00,451.70,462.90,460.354275351517861578,40254,687,18531101.00,5420,13.46,12.30,9.90
1-December-2017,470.00,472.90,448.55,456.25,463.278491744756804997,67230,940,31146213.00,15297,22.75,24.35,-13.75
30-November-2017,462.00,472.00,460.85,468.70,465.834137842392390962,70022,1055,32618638.00,17728,25.32,11.15,6.70
29-November-2017,462.50,468.40,460.20,461.80,464.585465264383711197,54958,702,25532688.00,11585,21.08,8.20,-0.70
28-November-2017,469.00,469.00,460.20,462.35,465.067620720184618064,68899,978,32042694.00,22295,32.36,8.80,-6.65
27-November-2017,470.00,470.00,462.90,466.45,467.080319540479552064,82869,972,38706479.00,21130,25.50,7.10,-3.55
24-November-2017,463.00,473.00,463.00,471.45,468.540735717514930877,84054,1168,39382723.00,29477,35.07,10.00,8.45
23-November-2017,469.00,471.80,458.70,462.25,464.366313170211505420,84395,2478,39190195.00,18138,21.49,13.10,-6.75
22-November-2017,460.05,468.50,456.75,467.40,465.173332008544885488,120774,2325,56180844.00,30153,24.97,11.75,7.35
21-November-2017,462.00,465.00,457.50,458.65,460.563104402494335885,235253,2594,108348852.00,106848,45.42,7.50,-3.35
20-November-2017,445.00,461.00,443.10,458.30,453.810276018219140669,794549,6077,360574501.00,568598,71.56,17.90,13.30
17-November-2017,451.50,455.95,442.60,444.55,449.219280562016869904,425610,2927,191192218.00,257372,60.47,13.35,-6.95
16-November-2017,450.00,458.15,446.50,447.75,449.239683570799590027,346365,3022,155600903.00,209545,60.50,11.65,-2.25
15-November-2017,463.00,463.00,441.50,448.65,449.233887589449063245,172724,2516,77593474.00,23312,13.50,21.50,-14.35
14-November-2017,456.10,461.70,448.30,456.45,458.577846621163604192,662373,1882,303749584.00,500382,75.54,13.40,0.35
13-November-2017,461.90,462.35,448.00,455.25,455.215083236936076044,79532,1411,36204166.00,25723,32.34,14.35,-6.65
10-November-2017,450.50,463.55,450.50,457.10,459.281297645792234786,160691,1248,73802371.00,84334,52.48,13.05,6.60
9-November-2017,456.00,462.35,448.10,450.30,450.585377485663095911,930989,10701,419490030.00,729467,78.35,14.25,-5.70
8-November-2017,465.00,466.65,455.55,457.70,459.138222635438647807,191452,1993,87902931.00,127225,66.45,11.10,-7.30
7-November-2017,461.00,477.75,459.60,463.40,469.407480348095406419,178227,2830,83661087.00,62303,34.96,18.15,2.40
6-November-2017,463.55,468.70,459.00,466.10,464.863021347880245693,69843,691,32467428.00,20228,28.96,9.70,2.55
3-November-2017,471.60,474.10,461.75,463.55,470.752541456592509019,340356,1112,160223452.00,286843,84.28,12.35,-8.05
2-November-2017,469.00,479.50,468.25,471.60,473.264603071050914791,513505,3525,243023740.00,369864,72.03,11.25,2.60
1-November-2017,465.00,469.80,465.00,468.10,467.379690262357683332,494935,2474,231322567.00,365610,73.87,4.80,3.10
31-October-2017,473.00,476.85,462.80,464.95,470.832237014175864413,305872,1511,144014398.00,204502,66.86,14.05,-8.05
30-October-2017,475.00,480.00,467.30,472.90,472.838368663340408523,145108,1610,68612630.00,43581,30.03,12.70,-2.10
27-October-2017,467.95,475.90,463.25,470.85,468.499632189328674951,1204424,3053,564272201.00,1047765,86.99,12.65,2.90
26-October-2017,461.50,469.50,459.20,461.20,463.005451261208954261,806052,6865,373206470.00,425620,52.80,10.30,-0.30
25-October-2017,445.00,461.95,445.00,459.20,453.414702907317736593,352937,3185,160026825.00,142730,40.44,16.95,14.20
24-October-2017,435.50,445.45,435.50,443.30,441.762102398920003174,1045929,3428,462051794.00,810259,77.47,9.95,7.80
23-October-2017,433.10,441.30,433.00,434.45,437.469910717605974246,591606,2687,258809824.00,385218,65.11,8.30,1.35
19-October-2017,441.70,441.70,430.75,433.10,434.204701834862385321,15696,375,6815277.00,5753,36.65,10.95,-8.60
18-October-2017,437.95,442.40,433.95,436.00,435.935430021942090091,697290,2603,303973416.00,474229,68.01,8.45,-1.95
17-October-2017,440.00,444.00,436.60,437.15,439.412017185128826440,241837,1117,106266084.00,156779,64.83,7.40,-2.85
16-October-2017,432.10,444.30,432.10,437.90,437.129118078807171485,606290,3171,265027013.00,413671,68.23,12.20,5.80
13-October-2017,446.10,447.25,435.80,436.75,437.754057895785833338,456579,3356,199869310.00,317543,69.55,11.45,-9.35
12-October-2017,454.40,454.40,444.30,446.00,446.459574317384991323,649451,3887,289953617.00,456785,70.33,10.10,-8.40
11-October-2017,448.65,457.15,440.00,444.70,446.562374548687927785,799613,6652,357077080.00,367437,45.95,17.15,-3.95
10-October-2017,446.80,448.45,443.40,444.40,444.734508036452491772,434209,1729,193107726.00,330030,76.01,5.05,-2.40
9-October-2017,452.00,454.25,444.10,445.50,446.087542546886123954,872273,5558,389110119.00,560993,64.31,10.15,-6.50
6-October-2017,431.60,456.55,431.60,452.30,447.343783452522746479,1011695,7313,452575469.00,648515,64.10,24.95,20.70
5-October-2017,437.00,438.85,429.50,430.90,433.437336993822923816,400675,1968,173667505.00,291713,72.81,9.35,-6.10
4-October-2017,436.30,439.50,434.05,436.35,436.725924484866170581,308415,3367,134692826.00,130087,42.18,5.45,0.05
3-October-2017,425.10,438.00,422.55,433.60,433.358307734522584243,2018974,16545,874939156.00,1382459,68.47,15.45,8.50
29-September-2017,424.00,428.40,417.50,419.10,422.401871406459978894,1039539,16620,439103219.00,313792,30.19,10.90,-4.90
28-September-2017,398.50,401.00,387.25,396.15,397.661422193076400614,939338,6385,373538485.00,641299,68.27,13.75,-2.35
27-September-2017,403.80,407.00,397.05,398.40,400.977561270344775499,132405,1541,53091434.00,26910,20.32,9.95,-5.40
26-September-2017,397.10,404.35,395.80,397.60,401.209827622151595916,666733,9381,267499832.00,471566,70.73,8.55,0.50
25-September-2017,397.05,403.70,395.50,397.70,399.765221610612089542,688347,2274,275177191.00,542654,78.83,8.20,0.65
22-September-2017,405.00,406.90,394.50,397.15,398.083409198588016901,618421,6201,246183140.00,285588,46.18,12.40,-7.85
21-September-2017,418.00,420.00,406.00,406.80,407.872245137089449243,1017292,5284,414925172.00,753397,74.06,14.00,-11.20
20-September-2017,424.90,426.45,415.70,416.85,420.896488398648569107,339788,3856,143015576.00,105872,31.16,10.75,-8.05
19-September-2017,414.00,422.40,409.20,420.15,413.550031464559080868,1420646,8595,587508198.00,651720,45.87,13.20,6.15
18-September-2017,400.30,406.50,400.00,400.65,403.385634671643964364,151086,1041,60945922.00,86173,57.04,6.50,0.35
15-September-2017,398.90,405.00,398.00,399.90,400.957436968098451281,458379,1856,183790469.00,335450,73.18,7.00,1.00
14-September-2017,412.00,413.00,397.00,400.70,401.522440554635668344,355116,2610,142587043.00,198929,56.02,16.00,-11.30
13-September-2017,411.00,414.65,400.25,407.45,409.297331631929675315,176325,4280,72169352.00,43513,24.68,14.40,-3.55
12-September-2017,399.95,411.35,392.35,409.45,401.947837742798034403,1874037,10306,753265120.00,1051983,56.13,19.00,9.50
11-September-2017,383.00,400.70,383.00,394.35,395.713392555056384000,913291,8676,361401480.00,507015,55.52,17.70,11.35
8-September-2017,382.65,386.70,377.65,379.35,383.248376105422212590,332226,2744,127325075.00,173553,52.24,9.05,-3.30
7-September-2017,384.00,386.20,380.30,381.25,381.349340468206764616,518019,1237,197546204.00,464208,89.61,5.90,-2.75
6-September-2017,378.00,388.05,375.90,382.20,384.989447603672931851,659092,2650,253743465.00,522413,79.26,12.15,4.20
5-September-2017,382.00,384.20,377.20,379.35,380.081166051660516605,67750,734,25750499.00,30435,44.92,7.00,-2.65
4-September-2017,384.05,386.45,377.90,379.60,381.967886443274093035,95318,1286,36408415.00,26762,28.08,8.55,-4.45
1-September-2017,379.00,389.55,378.55,384.05,385.877189908899789768,108452,2063,41849153.00,32873,30.31,11.00,5.05
31-August-2017,380.75,383.30,373.00,378.30,378.126447610075461284,105087,1688,39736174.00,,,10.30,-2.45
30-August-2017,380.00,385.00,378.20,380.80,382.280177179732890160,149227,1741,57046524.00,105522,70.71,6.80,0.80
29-August-2017,381.00,385.25,377.60,378.50,380.639818579918673756,89516,2330,34073354.00,38329,42.82,7.65,-2.50
28-August-2017,382.25,387.00,381.00,381.85,383.038373593572966478,584282,2423,223802427.00,524608,89.79,6.00,-0.40
24-August-2017,384.20,390.15,382.70,383.05,384.209343498479832343,673281,3471,258680851.00,568773,84.48,7.45,-1.15
23-August-2017,378.05,387.50,378.05,384.20,384.956692266092015233,967079,3343,372283533.00,726172,75.09,9.45,6.15
22-August-2017,378.00,381.75,372.50,376.60,375.073635948240373583,706883,5811,265133177.00,492957,69.74,9.25,-1.40
21-August-2017,382.00,386.35,373.15,375.65,378.520174777178431258,103446,1736,39156398.00,26756,25.86,13.20,-6.35
