Open Price 
558.9
556
556
554
551
548.25
510
524
521.95
533.6
537.95
537.95
532
533.9
519
529
528.15
525.5
524
523
526
515
519.45
522
507.9
509
516.15
515
518
516
522.55
525
518
507
511
510.5
502.9
505.15
499
491
479.9
470
483.65
483.05
488.55
486
487
488.15
485.05
469.2
476
475.8
474
471.9
467.9
469.5
472
464.5
476.7
478
475.05
471.95
472
479
500.85
510
514.95
527.5
524
523.5
533.7
534.5
536
533.9
536.9
541.45
543
533.15
535
537
538
533.9
538
539.75
525.5
531.8
530
532.3
526.5
514
507
503
505
505
507
505
513.9
519
514
514.5
510
520
536
534.45
539
532
530
536
524.5
535
541.5
533.15
539
532
540
531.65
530
524
515
527
517
515
523
532
534.8
528
524.55
524.1
549
535
540.1
533
553
561.2
572
555
563.9
571
600
589.95
579.95
582.7
580.55
586
580.05
595.6
595
592
607
614
605
614.9
609.8
620
637.8
650
641
646.05
654.7
651
652.85
653.95
656.7
649.5
648
645
643.1
643.15
643.1
638
641
635
639
635
621.7
640
645
647.5
649
657.4
650
646
643
638.85
640.15
639.25
646
635
635.25
635.7
629.75
617.9
639.45
643.25
650.9
648.9
655
674.15
676.2
688
690.5
695
699
684
678
681.6
683
672
688.1
680.9
673
683
674.8
678
690
682.4
685.55
669.45
644.95
637.15
643.85
639
637.55
645.05
644
638
652.1
653.8
665
659.55
663.9
654.05
658.35
650
660.35
653
655
673.2
655.3
668
683
660
673.25
647.55
648
646.7
680.1
685
696.2
688
708.5
745
733.2
711
715.55
715.35
719
725.9
722
710
714.65
705
716.1
682.2
673
675
675.1
675
665
665.45
683.1
685
679.8
674
666
662.05
652
645
646.5
640
655
631.4
626.55
634.5
617
607.05
613.1
610.1
621
630.5
616.95
612
607.05
620
592.8
581.1
584
572.5
596
593.3
608
620.3
630.2
641.25
644
667
645
650
663.5
658.1
662.4
678.7
676
687
684.55
684
683.9
682.9
677.5
664
665.3
665
631
632
660.25
675
640
627.3
628
625.95
638
663.6
660
656
665
681
679.5
697
711
702.5
711
739
730.55
739.95
712
708.05
704
698
705
712
712.35
705
702
711.85
713.5
712
697.55
705
722.5
719.55
733
739
736.7
725
733.95
720
682
674.3
664
678
678
674.1
676.55
685
682
677.5
669.15
661.8
640
637.65
631
650
680.8
676
687
695.5
698
696
703
705
685
656
644
662
660
650
639.9
637
636.1
629
631.25
622
615
615
631
630.1
628.05
627.1
625.3
623.05
625
626.9
635
620.55
622
631.6
606
620
636
641.85
642
647.7
639.25
650.55
650
659
661.3
643
640.15
635
641
630
631
615.8
630.55
625
607
609.5
612
608
615
619.5
640.4
645
651
667
664
670
654
656.9
650
627
626.05
630.6
603.35
605
598
583.75
580
576
586.05
589.9
590
599.7
622.7
626.05
615.85
612
610
606
588.1
620
626.7
622.25
612.7
623
632.7
612.8
576.5
578
578
566
561.75
554.7
554
560
532.1
519.8
514
514
507
496.9
492
492
474
472
446.25
442
445.55
438.25
439
432
436
440.55
443.25
445
456.9
448.35
441
445
440
441.05
440.35
440
442.75
439.95
430.4
435
434.25
437
433
436
445.3
450.45
450
448
444.5
437
438.8
442
423.9
425
429.05
426.8
427.5
427.95
430
421
415.55
413.55
418
413
408.95
399.8
397.5
388.35
391.8
388
387.25
388.1
370
380
379
381.3
388.1
388
393.8
392
384
391
402.5
395
392
392.9
394
388
390.5
392
394
400.05
398.7
402.55
407.3
394.75
399.45
398.2
400
400.1
396
402
402
395
401
399
408
399.8
390
386
384
387.3
386
387
392.3
392.85
398.05
388
388.5
382.45
386.55
388.5
380.5
380
377.75
376.9
381
383
386.1
379.55
375.55
387.45
378.5
376.05
369.65
369.95
374
376
375
374
374
384.9
391
414.1
415.1
420
413
417
417
409.55
410.1
413.5
412
412
418.8
413.1
423
424
417
419.8
420
413.25
418.5
413.2
402
399
404
402.2
389.1
392.5
393
392.75
403
403
402
405.1
399
401.9
406.8
403
402
393.5
388
378
377
381.1
387.5
387
386
393
387.2
392
391
393.3
392.25
383
384.45
386.5
390
386.1
390
393
401
403
404.85
410
419.8
424
423
422.9
424.8
421.8
417
418
414
420.45
419.8
412.25
418.1
419.65
424.95
415
418
415.35
416.15
424.95
422
430
437
434
435
440
438.1
435
434
433
433
438
438.15
434
425.8
428.7
440
439
433
431.8
445
437.5
438
439
440.8
420
424.9
409
418
418
397
401
396
398
398
402
391
405.5
398.5
414.5
420
423.6
418.9
426.95
390
396.8
397
397.25
404.55
401
405.15
411.5
411.5
409.3
415.5
405.5
410
414
410
407
402.55
404.5
407
397.1
400.1
400.15
396
399.1
397
397.3
395.2
398.9
392.5
390
381
379.55
380
383
380
377
381
380.9
380
380.65
381
382.5
372
374
378
375.5
376
372
371
382.5
392.35
397.5
401
408
417.35
415.45
419
415.3
427.9
423.5
411
399
396.6
401.95
399.6
397
405
409.5
406
401.4
409.85
406
409.2
411
408
397.1
398.8
401
401
402
396
403.1
405.85
402.1
394.7
397
385
384.9
388.4
393
386.5
380.55
383
380.5
384.05
383.25
390.5
383.05
392.4
384
386.65
386.95
386
390
394
387.65
382
383.8
373.6
370
362
368.55
362.1
370
384.2
380
381
390.9
379.5
381.7
380.55
390.9
393.75
395
380.65
394.05
397.1
409
404
415
407
407.95
398.75
399.5
397
391
407.85
408
403
409.15
409
417
418
417
420.6
426
430.8
432.25
425
417
417
422.55
419.05
415.05
417.55
418.5
421
419.1
419
424.55
419.8
413.1
409.1
404.8
407.8
416.95
417.9
418
412
411.05
415
414
413
415.05
409
394.9
382.25
381.45
386.7
395.1
381.65
383.7
380.55
389
392
395
395.9
393.4
393.85
397
394
379.9
379
365.9
355
359.55
357.8
362
365
362
360
364
364
366
370
364
362.95
367.5
371.5
370
364.15
368.6
381
380
379.4
369.7
374
363.3
356.25
361.35
361
361
369
366
373
379.45
394
388
394.55
385.1
380.55
373.8
376.8
384.9
378
370.1
368.5
369.9
370.85
366.9
363.3
363
361
355.9
358.75
351.9
350.9
346.55
349.1
351
353.45
351.25
352
348.55
353.4
360
334.5
328.35
328.65
328.6
326
327.8
325.7
332
330.55
333
334.7
324.1
327
323.95
327.05
323.15
326.95
325.85
316.35
315.55
316.05
316
310.95
309
308.95
308.75
315
308
309
312
306.25
311.25
306.5
304.75
305.05
301
310.55
304.5
312
310
304.95
308
310.1
305.55
311.25
316
313.95
310
312.55
311.5
314
317.9
312.55
323
323.3
318.35
318.95
329
326.55
324.05
328
329.9
319
319
312.4
310
312
308.95
313.7
317.8
316
324
321
314.15
314.15
316
313.1
313.9
311.7
306.7
313
305.25
311.15
310.95
305
