Open Price 
691.4
675.8
640
634.9
640
641.9
642.5
645.2
644
637
639.1
652.65
631.9
643.75
645
638.4
640
632
661
675.8
696
652.5
638
635.15
646.55
643
625
644.9
646.6
638.6
655
663
644
646.1
648.95
651
635
635.9
631.7
640
617.95
620.15
595
604
570.45
571
572
603.5
584.7
600
595.4
598.9
597
623
593.7
607.9
613
617.95
604
589.8
589
592.05
581.9
599.75
610
593.8
608
600.1
564.3
498.8
470
425
430
444
414
397.7
384.5
378
389.7
385
380
379.8
407.55
395.5
418
391
423
430
428
435
449.5
427
403.5
405
417.8
414.7
402.2
430
436.85
447.55
437.85
434.55
446.95
444.05
444
452
446.25
445
438.5
460
450
445.55
446
446.9
462.95
462.1
466.2
466
458
465.8
462.2
473.05
477.1
483.4
480
484
485
481.85
476
470.95
468.7
465.8
466
467
475
478.2
478.6
480.5
481
472.35
479.5
467
468.7
469.7
467.8
464
463.7
463.1
462
454
452.85
450.2
455.65
465
471
468
464.5
469.95
466
474
474.8
484
478
485.1
484.7
474.7
461
463
447
445
453
459
471
481.05
470.9
468
469
466
466.85
480
464.95
460
446.85
457
459
444
448.15
447
446.85
444
441
425
423.45
408.55
422.65
421.8
410
425.1
432
440
440
450.05
451.7
470
455
460.15
461
472
472
471.8
474.1
473.9
475
475.25
471
469
470
465.95
464
468.9
463.1
466
465
470
478.8
478.4
477.9
478.75
476
486.9
505.9
509
501
519
512
510.25
516.5
518.1
522
533.9
535
519.8
527.4
534.95
532.9
548
560
555.9
547.25
562.7
554
547.9
548.85
538
550
551.45
555
555.2
556.75
554.9
553
557.7
551
548
554.8
552.9
534
549.95
542.55
558.7
562.8
561.05
560.7
555
565
562
564.55
568
555.1
562.8
562.9
575
582
571
566
564
560.5
565
552
549.15
554.8
556.15
546.8
555
558.5
558.05
556.3
563.5
563
564.95
561.1
568.55
560
558
562
566.5
561.95
568
567.1
553
550
546.1
532
526.9
535
528.55
519
525
530
515.9
529
526.95
535
527.95
526
535
533
538.95
534
533
531
541
541
538.05
540
552.8
551.4
552
557
552
550
548.95
542.55
541.05
543
539.2
550
541.35
540.45
545
545
540
538
537.95
536
510
508.9
522
519
505.8
504.95
490
510
503.9
510
508.5
510.4
514
512.5
516.8
517
513.1
514.95
512.45
509.9
516
515
515
512
513.2
524
521
523
519
516.25
518.3
521
521
524.05
523.75
526.8
522
528
532.5
522
504.85
511.8
520
529.9
547
536.1
540.7
525
518.1
519
525
519.55
522.05
521.2
528.8
533.15
522
520.9
529.25
533.9
528.65
533.5
535
561
609.7
620
630
614
639.3
604
608.55
620
625
627
635.1
639
644
651.95
622.55
621
632.9
638.8
639
636
637
654
654.3
655
662.95
675
665.65
646
664
665.1
665
665.95
668
664
654.9
673.25
663.9
669
648.5
644.9
650
665
650
660
650
660.3
653
657.1
654.4
646
648.15
651.8
643
626
621
621
649
630.15
639.5
643
642
639.95
641
631
630.55
628
621.8
628
634
627.9
614
626.5
639.5
621.4
627.95
632.2
630
620
623.55
614.35
629.9
630
645
617
619.4
601
603
602
610.7
618
605.7
609.8
610.5
608.8
614
592.5
590.5
573.7
567
559
540.1
540
542
525
529.5
531.95
528.8
531.9
541.5
536.5
533
536
524
521.15
529.15
553.1
558.75
575
577.8
575.8
575.8
593.15
592
593
591
611
613
609
597
603.7
591.35
598.4
601.9
572.15
582.75
587.55
583
585
550.15
556
557.05
556.05
556.05
575
561.1
572
573
575.5
545
542.55
550.7
539
540
549.5
561
551.2
565
570
580.7
579.25
579.5
575.55
576
582.9
586
582.8
581
592
590.3
591.05
598.2
586.15
596.85
605
600
610
612.8
606.05
625
627
597
580
582.75
570
579.95
582.8
588.25
606.55
612
625
619.8
622.6
598.3
604.3
604.95
608
608
610.3
613
613
616.8
614.4
616
615
618.45
607.1
610
616.9
606
605
612.3
612
599.5
600
598
602.3
591
588.95
592.55
580
591.6
600
606
599.5
597.65
597.75
596
596.5
601
609.4
614.8
617.75
618
618.05
619
619.95
607
603
605
606.95
603.8
603
609.5
614.3
627
623.7
663
639.75
622.6
626
629.95
625
623.5
624
590
599.95
596
608.2
614.9
631.5
606.75
593
590.05
589.05
590.5
590
585
584.95
586
579.75
586
588
567
579
580.25
590
594
571.9
574.5
570
562
560
558.6
560
555
558
555.6
556.65
560
563
570.5
575
566.5
570.8
577
574
563.95
560
564.95
565.7
574.65
590.2
570
552
540
561.9
579
563
570
553
569
562
560.75
568.6
570.45
576
566.8
568.55
569
572.05
568.5
560
556
548
543
540
539.2
549
547.15
542
542.3
545.95
555
560
544
539.45
533
544
540
541
547.85
541.8
541.8
549.95
545
550.05
553
553
550
539.95
536
534
528
520
515
514.9
505
492
480
525
533.25
561
565
560.2
559
565.5
567.05
567.05
561
564.8
558
555
550
550
556.05
555
556.8
561
559
548
557
563.75
574
576.25
574.7
576.3
580
583
578.85
588.65
590
590
600
598
595
597.6
593
594
592.55
594
592.65
595
591.5
597
597
605
607.85
601
590
587
590
588.65
589
590.5
586.05
592.5
586.7
592
592
590
592.6
595
595
585
576.95
577.05
582
579.35
590
610
599
600.9
610
586
581.5
574.8
582
579.8
587
582.9
576
574.9
580.25
581.75
588
590
578.75
588.25
575
576.05
577
582.95
580.45
575
573.95
567
569.1
573
564.15
566.15
553.95
584.9
563
563
565
573
566
562.5
570
578.55
574
578
583.95
571.85
578
577
571.4
565.05
574.6
569
573
570
550
552
555.5
548.25
550
548
540
561.1
549
562.05
538
512
545.1
549
565.75
560.1
570
578
578
585
578
585.25
588
583
594.75
598
592
589.45
589.9
585
593.5
572.5
581.25
592.8
598
594.85
582.45
601
609
608.9
603
607
609
605
605
598.05
593
585.05
577.55
578.25
576.9
595
581
579
581.15
581
573
580.05
571
568
567
569.3
